OID_,timestamp,heading,speedmph,vehicleid,latitude,longitude
10947,44578.14491,268,23,280,43.03285215,-76.17307561
10950,44578.14491,350,3,278,43.01988191,-76.14922416
10952,44578.14491,267,24,270,43.06860336,-76.11295056
10959,44578.14502,269,10,286,43.03046356,-76.11822183
10965,44578.14502,243,2,282,43.05509591,-76.11234459
10968,44578.14502,265,16,280,43.03279794,-76.17439599
10969,44578.14502,270,24,270,43.06858026,-76.11449619
10972,44578.14502,353,26,281,43.06442014,-76.10468037
10974,44578.14502,359,1,278,43.01995601,-76.14925782
10978,44578.14514,244,1,282,43.05511715,-76.11233221
10980,44578.14514,0,0,278,43.01995006,-76.14921709
10983,44578.14514,265,19,286,43.03039009,-76.11918654
10985,44578.14514,355,33,281,43.06576459,-76.10478253
10991,44578.14514,263,9,270,43.06848655,-76.1151538
10992,44578.14514,267,4,280,43.03284216,-76.17504942
10996,44578.14525,266,17,286,43.03034862,-76.12013954
11000,44578.14525,0,0,282,43.05512873,-76.11230178
11002,44578.14525,95,1,270,43.06841036,-76.11526193
11003,44578.14525,321,6,278,43.01996195,-76.14923494
11011,44578.14525,357,33,281,43.06708681,-76.10491233
11015,44578.14525,267,22,280,43.03282403,-76.17593973
11018,44578.14537,266,21,286,43.03029282,-76.12139346
11020,44578.14537,0,0,282,43.05512873,-76.11230178
11026,44578.14537,344,19,278,43.02070047,-76.14944655
11027,44578.14537,353,22,281,43.06833916,-76.1050234
11029,44578.14537,178,1,270,43.06837259,-76.11525394
11035,44578.14537,266,19,280,43.03280212,-76.17663516
11041,44578.14549,267,17,286,43.03024712,-76.12249552
11042,44578.14549,0,0,282,43.05512596,-76.11230103
11044,44578.14549,250,12,270,43.06840082,-76.11571608
11051,44578.14549,262,19,280,43.03274475,-76.17773498
11053,44578.14549,0,0,281,43.06875204,-76.10519114
11054,44578.14549,350,24,278,43.02173742,-76.14984284
11057,44578.1456,266,16,286,43.03019033,-76.12357399
11058,44578.1456,266,16,286,43.03019033,-76.12357399
11063,44578.1456,0,0,282,43.05512596,-76.11230103
11068,44578.1456,354,11,281,43.06911517,-76.10530303
11073,44578.1456,238,23,270,43.06795328,-76.11685876
11074,44578.1456,267,19,280,43.0326911,-76.17913099
11077,44578.1456,343,23,278,43.02268959,-76.15021224
11080,44578.14572,264,16,286,43.03015331,-76.12408117
11084,44578.14572,234,25,270,43.06740598,-76.11804406
11089,44578.14572,0,0,282,43.05512596,-76.11230103
11091,44578.14572,355,6,281,43.06929282,-76.10531321
11092,44578.14572,260,19,280,43.03264523,-76.1801442
11096,44578.14572,336,22,278,43.02309269,-76.15042087
11098,44578.14583,317,14,286,43.03046241,-76.12481081
11103,44578.14583,0,0,282,43.05512596,-76.11230103
11109,44578.14583,357,24,281,43.07018615,-76.105372
11113,44578.14583,271,23,280,43.03264889,-76.18147047
11116,44578.14583,238,23,270,43.06679234,-76.11926075
11118,44578.14583,342,16,278,43.02398681,-76.15081011
11119,44578.14595,281,5,286,43.03054457,-76.12503692
11124,44578.14595,0,0,282,43.05512596,-76.11230103
11129,44578.14595,356,27,281,43.07106306,-76.10542804
11135,44578.14595,257,16,280,43.03258886,-76.18260972
11137,44578.14595,347,24,278,43.02491725,-76.1511281
11138,44578.14595,241,24,270,43.06623453,-76.12047219
11139,44578.14606,264,14,286,43.03048275,-76.12577962
11140,44578.14606,264,14,286,43.03048275,-76.12577962
11141,44578.14606,238,21,270,43.06571041,-76.12166052
11148,44578.14606,0,0,282,43.05512596,-76.11230103
11150,44578.14606,358,35,281,43.07274674,-76.10553002
11155,44578.14606,265,13,280,43.03257112,-76.1830123
11156,44578.14606,265,13,280,43.03257112,-76.1830123
11160,44578.14606,344,22,278,43.02602945,-76.15151164
11161,44578.14618,296,3,286,43.03049336,-76.12629352
11163,44578.14618,0,0,282,43.05512596,-76.11230103
11166,44578.14618,238,13,270,43.06555093,-76.1221124
11168,44578.14618,345,22,278,43.0270017,-76.15188745
11170,44578.14618,358,26,281,43.07401823,-76.10559405
11175,44578.14618,267,24,280,43.03253005,-76.1840745
11184,44578.1463,0,0,286,43.03051646,-76.12632656
11186,44578.1463,0,0,282,43.05512596,-76.11230103
11189,44578.1463,355,30,281,43.07458937,-76.10565554
11193,44578.1463,346,23,278,43.02748662,-76.15203434
11196,44578.1463,230,1,270,43.06540528,-76.12236155
11198,44578.1463,272,20,280,43.03245615,-76.18520585
11201,44578.14641,346,3,286,43.03067415,-76.12642221
11206,44578.14641,0,0,282,43.05512596,-76.11230103
11208,44578.14641,356,23,281,43.07588571,-76.10575664
11209,44578.14641,356,23,281,43.07588571,-76.10575664
11212,44578.14641,242,19,280,43.03226553,-76.18633797
11220,44578.14641,196,1,270,43.06521876,-76.12235424
11222,44578.14641,345,24,278,43.0286243,-76.15246699
11223,44578.14653,356,16,286,43.03127078,-76.12647533
11228,44578.14653,0,0,282,43.05512596,-76.11230103
11233,44578.14653,321,13,281,43.07672731,-76.10603626
11239,44578.14653,240,11,270,43.06506427,-76.12278145
11240,44578.14653,236,7,280,43.03212684,-76.18666714
11243,44578.14653,346,9,278,43.02935077,-76.15281677
11245,44578.14664,0,0,282,43.05512596,-76.11230103
11250,44578.14664,331,19,278,43.02999743,-76.15321474
11252,44578.14664,347,14,286,43.03190691,-76.12656798
11253,44578.14664,38,3,281,43.07700287,-76.10611754
11260,44578.14664,236,21,270,43.06482533,-76.12325775
11262,44578.14664,157,13,280,43.03190239,-76.18673263
11267,44578.14676,0,0,282,43.05512596,-76.11230103
11270,44578.14676,332,14,286,43.03246692,-76.12688436
11275,44578.14676,202,4,281,43.0769566,-76.10614153
11276,44578.14676,202,4,281,43.0769566,-76.10614153
11281,44578.14676,235,25,270,43.06421705,-76.12439216
11282,44578.14676,163,21,280,43.03110172,-76.18634156
11283,44578.14676,235,25,270,43.06421705,-76.12439216
11284,44578.14676,337,23,278,43.03060482,-76.15342897
11289,44578.14688,318,15,286,43.03276024,-76.12725067
11293,44578.14688,237,25,270,43.06363968,-76.12562425
11294,44578.14688,0,0,282,43.05512596,-76.11230103
11300,44578.14688,103,7,281,43.07686349,-76.10609758
11302,44578.14688,165,26,280,43.0299827,-76.18594315
11306,44578.14688,340,24,278,43.03170861,-76.15393675
11310,44578.14699,336,13,286,43.03328842,-76.12769569
11311,44578.14699,0,0,282,43.05512596,-76.11230103
11313,44578.14699,235,25,270,43.06304903,-76.12684808
11315,44578.14699,338,23,278,43.03271078,-76.15441208
11319,44578.14699,172,20,281,43.07618158,-76.10575866
11325,44578.14699,88,17,280,43.02969409,-76.1853376
11327,44578.14699,88,17,280,43.02969409,-76.1853376
11328,44578.14711,347,11,286,43.03393223,-76.12795701
11330,44578.14711,0,0,282,43.05512596,-76.11230103
11339,44578.14711,175,20,281,43.07565276,-76.10572265
11342,44578.14711,237,25,270,43.06251344,-76.12810397
11346,44578.14711,85,26,280,43.02978822,-76.18376771
11348,44578.14711,309,20,278,43.03338723,-76.15506608
11349,44578.14711,309,20,278,43.03338723,-76.15506608
11350,44578.14722,274,6,286,43.03406411,-76.12818511
11351,44578.14722,274,6,286,43.03406411,-76.12818511
11355,44578.14722,0,0,282,43.05512596,-76.11230103
11357,44578.14722,175,24,281,43.07459642,-76.10567778
11358,44578.14722,358,18,278,43.03404684,-76.15571673
11359,44578.14722,234,24,270,43.06181783,-76.12936664
11367,44578.14722,94,22,280,43.02977906,-76.18249975
11373,44578.14734,0,0,282,43.05512596,-76.11230103
11377,44578.14734,0,0,286,43.03405419,-76.12823313
11379,44578.14734,178,24,281,43.0736185,-76.10562246
11385,44578.14734,234,25,270,43.06128971,-76.13045739
11386,44578.14734,87,22,280,43.02988056,-76.18107238
11388,44578.14734,349,21,278,43.03445866,-76.15578198
11393,44578.14745,251,0,286,43.03406343,-76.12822821
11395,44578.14745,0,0,282,43.05512596,-76.11230103
11399,44578.14745,0,0,282,43.05512596,-76.11230103
11404,44578.14745,177,31,281,43.07230435,-76.10556235
11407,44578.14745,357,22,278,43.0354636,-76.15578465
11408,44578.14745,237,23,270,43.06099838,-76.13099124
11411,44578.14745,76,15,280,43.02997782,-76.18057779
11412,44578.14757,101,1,286,43.03405417,-76.12817359
11413,44578.14757,101,1,286,43.03405417,-76.12817359
11422,44578.14757,86,32,280,43.03000267,-76.17899178
11423,44578.14757,86,32,280,43.03000267,-76.17899178
11424,44578.14757,238,22,270,43.06042592,-76.13216883
11428,44578.14757,0,0,282,43.05512596,-76.11230103
11430,44578.14757,177,15,281,43.07124235,-76.10550245
11433,44578.14757,359,12,278,43.03614387,-76.15583702
11442,44578.14769,0,0,282,43.05512596,-76.11230103
11444,44578.14769,101,1,286,43.03405417,-76.12817359
11445,44578.14769,181,9,281,43.07102343,-76.10549178
11446,44578.14769,89,28,280,43.03005783,-76.177158
11449,44578.14769,355,19,278,43.03684616,-76.15599625
11452,44578.14769,234,18,270,43.05988874,-76.13335052
11455,44578.1478,0,0,286,43.03406161,-76.12777365
11457,44578.1478,255,3,282,43.05512328,-76.11233207
11462,44578.1478,0,0,281,43.07096182,-76.10549544
11470,44578.1478,236,19,270,43.0593979,-76.13432486
11472,44578.1478,2,20,278,43.03770804,-76.1560414
11473,44578.1478,86,21,280,43.03012628,-76.17579143
11478,44578.14792,67,1,282,43.05511468,-76.11234122
11480,44578.14792,354,19,278,43.03825698,-76.15608202
11482,44578.14792,92,1,286,43.03405505,-76.12775902
11486,44578.14792,176,16,281,43.0705845,-76.10541162
11488,44578.14792,92,17,280,43.03011823,-76.17505043
11489,44578.14792,231,23,270,43.05852231,-76.13565035
11497,44578.14803,0,0,282,43.05511452,-76.11232714
11502,44578.14803,201,7,286,43.0339498,-76.12788818
11504,44578.14803,322,22,278,43.03897162,-76.15670374
11506,44578.14803,232,19,270,43.05845,-76.13605943
11507,44578.14803,177,25,281,43.06973361,-76.10538343
11516,44578.14803,86,21,280,43.03017994,-76.17377558
11519,44578.14815,171,9,286,43.03366887,-76.12793881
11524,44578.14815,0,0,282,43.05512483,-76.11231787
11529,44578.14815,166,17,281,43.06890156,-76.10529648
11536,44578.14815,88,22,280,43.03020507,-76.1724518
11537,44578.14815,239,17,270,43.05806766,-76.1369873
11539,44578.14815,313,20,278,43.03960148,-76.15758266
11542,44578.14826,145,15,286,43.03303829,-76.12759238
11544,44578.14826,0,0,282,43.05512483,-76.11231787
11550,44578.14826,167,23,281,43.06840913,-76.10509827
11552,44578.14826,312,8,278,43.03995291,-76.15814739
11555,44578.14826,232,23,270,43.0573595,-76.13818367
11558,44578.14826,89,20,280,43.03020203,-76.17178363
11561,44578.14838,140,16,286,43.03254647,-76.12707127
11566,44578.14838,0,0,282,43.05512483,-76.11231787
11570,44578.14838,176,30,281,43.06714722,-76.10496331
11577,44578.14838,85,25,280,43.03029193,-76.16999573
11579,44578.14838,235,22,270,43.05695363,-76.13913992
11580,44578.14838,353,0,278,43.04004847,-76.15812181
11581,44578.1485,152,12,286,43.03226805,-76.12677557
11588,44578.1485,0,0,282,43.05512483,-76.11231787
11590,44578.1485,176,29,281,43.06587236,-76.10487896
11598,44578.1485,85,28,280,43.03033603,-76.16922819
11600,44578.1485,11,3,278,43.04005509,-76.15810561
11601,44578.1485,235,22,270,43.05645541,-76.14024817
11608,44578.14861,0,0,282,43.05512483,-76.11231787
11609,44578.14861,158,2,286,43.03218914,-76.12674525
11611,44578.14861,43,17,278,43.040606,-76.15742244
11619,44578.14861,241,23,270,43.05600332,-76.1414368
11620,44578.14861,85,30,280,43.03039102,-76.16734789
11621,44578.14861,175,29,281,43.06459612,-76.1047485
11629,44578.14873,171,4,286,43.03192616,-76.12665288
11634,44578.14873,89,6,280,43.03042073,-76.16620325
11635,44578.14873,0,0,282,43.05512483,-76.11231787
11637,44578.14873,175,31,281,43.06318634,-76.10463278
11641,44578.14873,46,23,278,43.04122858,-76.15656356
11643,44578.14873,230,27,270,43.0554853,-76.14208113
11644,44578.14884,173,11,286,43.03173261,-76.12663151
11651,44578.14884,177,26,281,43.06266925,-76.10455761
11652,44578.14884,0,0,282,43.05512483,-76.11231787
11658,44578.14884,45,22,278,43.04192591,-76.15559773
11662,44578.14884,179,13,280,43.03011693,-76.16603259
11663,44578.14884,232,27,270,43.0549081,-76.14351865
11670,44578.14898,173,11,286,43.03081469,-76.12651241
11672,44578.14898,0,0,282,43.05512483,-76.11231787
11675,44578.14898,175,30,281,43.06084049,-76.10442069
11678,44578.14898,236,25,270,43.05432968,-76.14469937
11680,44578.14898,45,14,278,43.0424007,-76.15489972
11681,44578.14898,172,24,280,43.02907377,-76.16593479
11685,44578.14907,144,5,286,43.03063807,-76.12646435
11691,44578.14907,0,0,282,43.05512483,-76.11231787
11694,44578.14907,176,25,281,43.06013467,-76.10434366
11697,44578.14907,168,14,280,43.02859706,-76.1658294
11701,44578.14907,76,12,278,43.04257111,-76.15454282
11703,44578.14907,235,25,270,43.053691,-76.14601994
11707,44578.14919,0,0,282,43.05512483,-76.11231787
11713,44578.14919,90,20,278,43.04246277,-76.15342393
11714,44578.14919,175,23,281,43.05900562,-76.10423149
11715,44578.14919,95,9,286,43.03051184,-76.12616427
11717,44578.14919,235,24,270,43.05307609,-76.14729667
11722,44578.14919,0,0,280,43.0283616,-76.16590731
11726,44578.14931,86,12,286,43.03058824,-76.12518264
11730,44578.14931,0,0,282,43.05512483,-76.11231787
11735,44578.14931,176,26,281,43.05796466,-76.1041447
11742,44578.14931,76,18,278,43.04254667,-76.15256945
11743,44578.14931,234,24,270,43.05282181,-76.14782409
11746,44578.14931,71,3,280,43.02842606,-76.16581356
11747,44578.14942,111,10,286,43.03052962,-76.12490409
11755,44578.14942,0,0,282,43.05512483,-76.11231787
11761,44578.14942,94,5,278,43.04276699,-76.15157706
11763,44578.14942,342,8,280,43.02850203,-76.16579085
11764,44578.14942,236,25,270,43.05216221,-76.14911619
11766,44578.14942,176,24,281,43.05731872,-76.1040772
11768,44578.14954,112,10,286,43.03017137,-76.12434887
11774,44578.14954,0,0,282,43.05512483,-76.11231787
11778,44578.14954,176,3,281,43.05676905,-76.10404959
11782,44578.14954,351,24,280,43.02906465,-76.16593446
11785,44578.14954,164,18,278,43.04225945,-76.15129335
11787,44578.14954,231,23,270,43.05182779,-76.1495792
11789,44578.14965,95,8,286,43.03017976,-76.12359737
11791,44578.14965,0,0,282,43.05512483,-76.11231787
11800,44578.14965,177,4,281,43.05674885,-76.10406215
11803,44578.14965,355,22,280,43.03026982,-76.1660402
11805,44578.14965,150,10,270,43.05136774,-76.14976469
11806,44578.14965,164,24,278,43.04176344,-76.15114716
11808,44578.14977,87,12,286,43.03019088,-76.12317712
11812,44578.14977,0,0,282,43.05512483,-76.11231787
11817,44578.14977,174,21,281,43.05599265,-76.1039855
11820,44578.14977,113,15,270,43.05085123,-76.14909446
11822,44578.14977,165,27,278,43.04062577,-76.15066857
11827,44578.14977,357,28,280,43.03136581,-76.16608458
11834,44578.14988,0,0,282,43.05512483,-76.11231787
11835,44578.14988,176,6,281,43.0554038,-76.1039227
11838,44578.14988,166,25,278,43.03937714,-76.15031422
11841,44578.14988,86,8,286,43.03026297,-76.12232769
11845,44578.14988,1,20,280,43.03242406,-76.16615802
11848,44578.14988,95,18,270,43.05093572,-76.14794323
11852,44578.15,88,22,286,43.03031432,-76.12124658
11857,44578.15,0,0,282,43.05512483,-76.11231787
11861,44578.15,180,13,281,43.05515757,-76.10391333
11866,44578.15,34,12,280,43.03295101,-76.16604856
11870,44578.15,71,9,270,43.05097544,-76.14757423
11871,44578.15,158,23,278,43.03831583,-76.14990161
11874,44578.15012,86,13,286,43.03033697,-76.12066136
11876,44578.15012,0,0,282,43.05512483,-76.11231787
11881,44578.15012,346,9,270,43.0511898,-76.14738742
11882,44578.15012,169,16,278,43.03788422,-76.14985069
11886,44578.15012,186,16,281,43.05482753,-76.1039604
11895,44578.15012,86,16,280,43.03317384,-76.16526555
11897,44578.15023,86,6,286,43.03035877,-76.11989234
11901,44578.15023,0,0,282,43.05512483,-76.11231787
11906,44578.15023,187,6,281,43.05409138,-76.10404378
11913,44578.15023,176,7,280,43.0331121,-76.16475466
11914,44578.15023,174,25,278,43.03692279,-76.14972571
11915,44578.15023,346,9,270,43.0511898,-76.14738742
11918,44578.15035,88,1,286,43.03038669,-76.11984135
11922,44578.15035,0,0,282,43.05512483,-76.11231787
11925,44578.15035,335,9,270,43.05242947,-76.14822602
11927,44578.15035,115,7,281,43.05394007,-76.10393313
11930,44578.15035,171,26,278,43.03573157,-76.14954104
11936,44578.15035,171,12,280,43.03290622,-76.16473416
11937,44578.15046,98,5,286,43.03036046,-76.11971622
11943,44578.15046,269,4,281,43.0539251,-76.10381195
11947,44578.15046,0,0,282,43.05512483,-76.11231787
11949,44578.15046,177,20,280,43.03188226,-76.1646625
11954,44578.15046,59,15,270,43.05279275,-76.14785865
11956,44578.15046,176,29,278,43.03450392,-76.14942529
11957,44578.15046,59,15,270,43.05279275,-76.14785865
11960,44578.15058,0,0,286,43.03038574,-76.11960908
11966,44578.15058,0,0,282,43.05512483,-76.11231787
11970,44578.15058,159,19,278,43.03338615,-76.14900493
11972,44578.15058,50,17,270,43.05309779,-76.14708227
11975,44578.15058,269,4,281,43.0539251,-76.10381195
11978,44578.15058,180,11,280,43.0312237,-76.16457048
11980,44578.15069,225,2,286,43.0303501,-76.11974967
11986,44578.15069,0,0,282,43.05512483,-76.11231787
11988,44578.15069,152,26,278,43.03255792,-76.14851647
11990,44578.15069,48,19,270,43.05339991,-76.14658519
11993,44578.15069,40,4,281,43.05397487,-76.10401687
11997,44578.15069,173,14,280,43.03064577,-76.16453825
12003,44578.15081,0,0,282,43.05512483,-76.11231787
12004,44578.15081,0,0,286,43.03027191,-76.11977702
12005,44578.15081,5,22,281,43.05470591,-76.10387301
12007,44578.15081,53,20,270,43.05389647,-76.14556009
12010,44578.15081,158,28,278,43.03145842,-76.1480171
12019,44578.15081,164,21,280,43.03007507,-76.16443829
12021,44578.15093,261,14,286,43.03032342,-76.12016115
12022,44578.15093,261,14,286,43.03032342,-76.12016115
12025,44578.15093,59,21,270,43.05426876,-76.14458219
12031,44578.15093,0,0,282,43.05512483,-76.11231787
12034,44578.15093,0,14,281,43.05516199,-76.10383844
12039,44578.15093,159,29,280,43.02905539,-76.16391734
12040,44578.15093,159,29,278,43.03078146,-76.14771275
12042,44578.15104,266,11,286,43.03031428,-76.12114459
12044,44578.15104,59,20,270,43.05472459,-76.14362528
12052,44578.15104,0,0,282,43.05512483,-76.11231787
12058,44578.15104,359,10,281,43.05551094,-76.1038705
12059,44578.15104,156,22,278,43.02978927,-76.1471783
12062,44578.15104,156,22,278,43.02978927,-76.1471783
12063,44578.15104,158,31,280,43.02778304,-76.16322734
12064,44578.15116,268,21,286,43.0302639,-76.12237592
12067,44578.15116,300,0,282,43.05510291,-76.11238618
12073,44578.15116,2,19,281,43.05591553,-76.10384716
12075,44578.15116,2,19,281,43.05591553,-76.10384716
12077,44578.15116,53,10,270,43.05493763,-76.14332133
12082,44578.15116,170,5,278,43.02968762,-76.14721532
12084,44578.15116,155,23,280,43.02665562,-76.16236486
12085,44578.15127,267,24,286,43.03022565,-76.12312949
12088,44578.15127,0,0,282,43.05510651,-76.11237725
12089,44578.15127,50,11,270,43.05523358,-76.14259099
12092,44578.15127,356,8,281,43.05636348,-76.10390512
12096,44578.15127,168,16,278,43.0290649,-76.14706459
12104,44578.15127,126,21,280,43.02590834,-76.16161036
12106,44578.15139,259,13,286,43.03011948,-76.12411435
12107,44578.15139,58,24,270,43.05572365,-76.14166982
12116,44578.15139,0,0,282,43.05510651,-76.11237725
12117,44578.15139,2,16,281,43.05698592,-76.10395141
12125,44578.15139,164,24,278,43.02803409,-76.1465236
12127,44578.15139,124,25,280,43.02556959,-76.16094822
12129,44578.1515,327,5,286,43.03021424,-76.12458047
12132,44578.1515,0,0,282,43.05510651,-76.11237725
12138,44578.1515,56,22,270,43.05625889,-76.140539
12140,44578.1515,356,20,281,43.05796883,-76.10414843
12146,44578.1515,126,23,280,43.02495788,-76.15976702
12149,44578.1515,160,23,278,43.02692906,-76.14590633
12152,44578.15162,0,0,282,43.05510651,-76.11237725
12155,44578.15162,162,23,278,43.02641558,-76.14566834
12158,44578.15162,356,23,281,43.0588823,-76.104201
12159,44578.15162,294,11,286,43.03057296,-76.12505681
12162,44578.15162,0,0,280,43.02478199,-76.15945129
12169,44578.15162,58,24,270,43.05704579,-76.13952308
12177,44578.15174,266,15,286,43.03053056,-76.12590819
12179,44578.15174,97,9,280,43.02474046,-76.15924328
12181,44578.15174,0,0,282,43.05510651,-76.11237725
12183,44578.15174,58,23,270,43.05748851,-76.13829881
12186,44578.15174,355,26,281,43.0595108,-76.10428706
12189,44578.15174,158,21,278,43.02554724,-76.14525339
12190,44578.15174,158,21,278,43.02554724,-76.14525339
12193,44578.15185,329,6,286,43.03058924,-76.12638283
12196,44578.15185,0,0,282,43.05510651,-76.11237725
12203,44578.15185,357,26,281,43.06068452,-76.10434803
12205,44578.15185,155,25,278,43.02457838,-76.14470888
12207,44578.15185,155,25,278,43.02457838,-76.14470888
12208,44578.15185,54,23,270,43.05777253,-76.1377274
12212,44578.15185,106,11,280,43.02466782,-76.15882653
12213,44578.15197,358,17,286,43.03104484,-76.1264202
12221,44578.15197,55,23,270,43.05838669,-76.13639615
12223,44578.15197,213,8,280,43.02477848,-76.15895173
12227,44578.15197,0,0,282,43.05510651,-76.11237725
12230,44578.15197,160,25,278,43.02346134,-76.14428848
12231,44578.15197,160,25,278,43.02346134,-76.14428848
12233,44578.15197,355,13,281,43.06180451,-76.10444961
12238,44578.15208,355,17,286,43.03150747,-76.1264804
12240,44578.15208,0,0,282,43.05510651,-76.11237725
12243,44578.15208,91,13,281,43.06192543,-76.1040969
12247,44578.15208,158,27,278,43.02242854,-76.14376593
12248,44578.15208,158,27,278,43.02242854,-76.14376593
12249,44578.15208,57,20,270,43.05888685,-76.13514078
12253,44578.15208,241,1,280,43.02471012,-76.15904449
12257,44578.1522,355,17,286,43.03150747,-76.1264804
12260,44578.1522,38,3,270,43.05912871,-76.13461785
12266,44578.1522,246,1,282,43.0551063,-76.11236132
12272,44578.1522,0,0,280,43.0247258,-76.1590866
12275,44578.1522,80,14,281,43.06196624,-76.10355795
12276,44578.1522,164,28,278,43.02114031,-76.14318401
12278,44578.15231,329,9,286,43.03236147,-76.12681991
12284,44578.15231,0,0,282,43.05508488,-76.11235696
12287,44578.15231,90,20,281,43.06202165,-76.10260854
12292,44578.15231,0,0,280,43.0247258,-76.1590866
12296,44578.15231,165,18,278,43.0206997,-76.14299182
12297,44578.15231,0,0,270,43.05913226,-76.13467019
12298,44578.15243,318,15,286,43.03288055,-76.12736647
12302,44578.15243,0,0,282,43.05508488,-76.11235696
12309,44578.15243,85,19,281,43.06204088,-76.10143446
12313,44578.15243,0,0,270,43.05913226,-76.13467019
12317,44578.15243,270,1,280,43.02471515,-76.15909625
12319,44578.15243,159,19,278,43.02003348,-76.14260474
12321,44578.15255,331,13,286,43.03316364,-76.12764402
12323,44578.15255,331,13,286,43.03316364,-76.12764402
12329,44578.15255,58,20,270,43.05942716,-76.13392792
12331,44578.15255,0,0,282,43.05508777,-76.11237595
12336,44578.15255,300,22,280,43.02491882,-76.1597831
12337,44578.15255,85,11,281,43.06208512,-76.10052682
12339,44578.15255,162,25,278,43.0189045,-76.14214841
12341,44578.15266,351,15,286,43.0337401,-76.12787715
12345,44578.15266,0,0,282,43.05508777,-76.11237595
12351,44578.15266,162,20,278,43.01804116,-76.14175634
12356,44578.15266,89,17,281,43.06211268,-76.10000526
12358,44578.15266,303,21,280,43.02536072,-76.1608044
12359,44578.15266,55,25,270,43.05999972,-76.13269893
12362,44578.15278,312,4,286,43.03401069,-76.1279807
12363,44578.15278,0,0,282,43.05508777,-76.11237595
12369,44578.15278,81,17,281,43.06217905,-76.09878406
12370,44578.15278,81,17,281,43.06217905,-76.09878406
12371,44578.15278,58,26,270,43.06066577,-76.1314583
12377,44578.15278,163,16,278,43.01768831,-76.14157621
12380,44578.15278,311,23,280,43.0259715,-76.16183621
12384,44578.15291,292,2,286,43.03404532,-76.12840795
12387,44578.15291,0,0,282,43.05508777,-76.11237595
12392,44578.15291,92,16,281,43.06221051,-76.09814302
12399,44578.15291,164,6,278,43.0172337,-76.14141297
12400,44578.15291,54,29,270,43.06141191,-76.13001941
12402,44578.15291,54,29,270,43.06141191,-76.13001941
12403,44578.15291,333,30,280,43.0270458,-76.16257769
12407,44578.15301,260,1,286,43.03407082,-76.12841119
12412,44578.15301,0,0,282,43.05508777,-76.11237595
12413,44578.15301,0,0,282,43.05508777,-76.11237595
12420,44578.15301,86,14,281,43.06226618,-76.09718494
12424,44578.15301,333,31,280,43.02775621,-76.16306664
12425,44578.15301,56,14,270,43.06198318,-76.12884236
12428,44578.15301,0,0,278,43.01718061,-76.14139147
12429,44578.15301,333,31,280,43.02775621,-76.16306664
12432,44578.15313,263,16,286,43.03402812,-76.12905667
12437,44578.15313,0,0,282,43.05508777,-76.11237595
12443,44578.15313,88,16,281,43.0623057,-76.09622636
12447,44578.15313,337,28,280,43.02875827,-76.16372907
12448,44578.15313,0,0,278,43.01716269,-76.14138028
12449,44578.15313,11,6,270,43.06213624,-76.12866543
12453,44578.15324,0,0,282,43.05508777,-76.11237595
12454,44578.15324,326,8,286,43.03408354,-76.12957168
12455,44578.15324,170,14,278,43.01677358,-76.14129425
12466,44578.15324,88,15,281,43.06229681,-76.0956556
12467,44578.15324,340,27,280,43.02982954,-76.16425967
12468,44578.15324,328,18,270,43.06259719,-76.12901505
12471,44578.15336,356,25,286,43.03481303,-76.12966103
12475,44578.15336,0,0,282,43.05508777,-76.11237595
12477,44578.15336,107,7,281,43.06231437,-76.09497521
12479,44578.15336,329,21,270,43.06347348,-76.12970903
12481,44578.15336,182,19,278,43.01602186,-76.14131566
12490,44578.15336,349,21,280,43.03090296,-76.16465494
12492,44578.15347,356,21,286,43.03584719,-76.12975636
12494,44578.15347,350,21,270,43.06444932,-76.13019267
12499,44578.15347,0,0,282,43.05508777,-76.11237595
12507,44578.15347,352,11,280,43.03129484,-76.16463798
12511,44578.15347,175,22,278,43.01552347,-76.14123952
12513,44578.15347,0,0,281,43.06233822,-76.09461988
12516,44578.15359,79,8,286,43.03631392,-76.12960161
12517,44578.15359,0,0,282,43.05508777,-76.11237595
12520,44578.15359,245,2,281,43.06233486,-76.09466262
12524,44578.15359,319,15,270,43.06503114,-76.13056079
12527,44578.15359,177,20,278,43.01445231,-76.14114946
12534,44578.15359,337,16,280,43.03193357,-76.16485455
12535,44578.1537,85,25,286,43.03636991,-76.1284412
12543,44578.1537,0,0,282,43.05508777,-76.11237595
12546,44578.1537,318,4,281,43.06223025,-76.09474586
12552,44578.1537,351,22,280,43.03302835,-76.16481869
12554,44578.1537,306,23,270,43.06534985,-76.13112579
12556,44578.1537,199,17,278,43.013685,-76.14157133
12559,44578.15382,86,27,286,43.03639386,-76.12750979
12566,44578.15382,268,17,281,43.06230976,-76.09541795
12567,44578.15382,0,0,282,43.05508777,-76.11237595
12569,44578.15382,21,9,280,43.03357077,-76.16471945
12574,44578.15382,182,19,278,43.01290048,-76.14181017
12576,44578.15382,309,19,270,43.06607364,-76.13230371
12579,44578.15394,87,27,286,43.03649273,-76.12603274
12584,44578.15394,10,27,280,43.03426453,-76.16459406
12587,44578.15394,351,22,270,43.06673202,-76.13283891
12589,44578.15394,351,22,270,43.06673202,-76.13283891
12592,44578.15394,0,0,282,43.05508777,-76.11237595
12593,44578.15394,270,20,281,43.06229362,-76.09602341
12596,44578.15394,190,17,278,43.01254269,-76.14189194
12598,44578.15405,86,22,286,43.03658429,-76.12446209
12605,44578.15405,0,0,282,43.05508777,-76.11237595
