Device,DateRecord,Speed,Longitude,Latitude,Ignition,Aux1,Valid,Valid GPS
Fleet Parts Runner SF110331,12/10/2021 10:40:45,10.56331062,-96.73126,43.5512,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:40:47,7.456454277,-96.74739,43.47523,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:40:48,11.18468189,-96.77271,43.58561,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:40:51,6.835083008,-96.77256,43.58554,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:40:52,5.592340946,-96.68839,43.50549,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:40:53,11.18468189,-96.77253,43.58546,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:40:54,13.67016602,-96.73065,43.55118,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:40:56,9.320568085,-96.7724,43.58538,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:40:57,8.077825546,-96.68859,43.50549,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:41:00,0,-96.71186,43.55105,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:41:01,6.835083008,-96.7722,43.58536,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:41:02,4.349598408,-96.73029,43.55118,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:41:07,22.9907341,-96.79959,43.51485,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:41:07,6.835083008,-96.7722,43.58548,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:41:13,22.9907341,-96.68933,43.50646,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:41:17,10.56331062,-96.77266,43.58564,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:41:17,24.23347664,-96.68941,43.50684,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:41:19,6.835083008,-96.80061,43.51485,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:41:20,14.91290855,-96.68941,43.50705,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:41:23,21.74799156,-96.72868,43.55118,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:41:23,0,-96.80067,43.51485,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:41:23,1.242742419,-96.73006,43.52927,TRUE,FALSE,TRUE,TRUE
Street Sander SF829035,12/10/2021 10:41:23,0,-96.71509,43.57033,FALSE,FALSE,TRUE,FALSE
Street Sander SF829038,12/10/2021 10:41:25,21.74799156,-96.74739,43.47282,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:41:26,8.077825546,-96.68941,43.5073,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:41:29,1.242742419,-96.80069,43.51485,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:41:29,9.320568085,-96.77322,43.58543,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:41:30,14.91290855,-96.72794,43.55118,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:41:30,0,-96.68941,43.50735,TRUE,FALSE,TRUE,TRUE
Street Flusher SF820028,12/10/2021 10:41:30,0,-96.71388,43.57138,FALSE,FALSE,TRUE,FALSE
Street Sander SF829041,12/10/2021 10:41:32,1.242742419,-96.71178,43.55103,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:41:32,12.42742348,-96.73029,43.5294,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:41:34,7.456454277,-96.72771,43.55118,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:41:35,13.67016602,-96.80097,43.51485,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:41:35,16.15565109,-96.73055,43.52942,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:41:37,19.26250648,-96.77376,43.58566,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:41:43,2.485484838,-96.7275,43.5512,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:41:43,17.39839363,-96.74739,43.47136,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:41:43,9.941939354,-96.73109,43.52942,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:41:44,21.74799156,-96.8019,43.51485,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:41:47,10.56331062,-96.73119,43.52955,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:41:49,20.50524902,-96.7106,43.55103,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:41:54,19.26250648,-96.77545,43.5863,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:41:55,13.67016602,-96.72697,43.55118,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:41:57,27.34033203,-96.73126,43.53034,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:42:04,17.39839363,-96.77599,43.58687,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:42:05,31.06855965,-96.73126,43.53131,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:42:07,19.26250648,-96.80453,43.51485,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:42:12,25.47621918,-96.73126,43.53211,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:42:12,6.213711739,-96.77599,43.58728,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:42:16,9.941939354,-96.77586,43.58735,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:42:17,9.320568085,-96.72556,43.55118,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:42:17,1.242742419,-96.68941,43.50733,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:42:18,24.23347664,-96.80589,43.51485,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:42:21,14.91290855,-96.72527,43.55118,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:42:24,0,-96.73126,43.5327,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:42:26,19.26250648,-96.74739,43.46811,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:42:28,21.74799156,-96.77476,43.58741,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:42:30,21.74799156,-96.68938,43.50799,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:42:31,16.15565109,-96.72443,43.5512,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:42:33,3.106855869,-96.73126,43.53272,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:42:37,21.74799156,-96.77371,43.58741,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:42:40,10.56331062,-96.72379,43.55118,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:42:45,22.9907341,-96.80945,43.51485,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:42:45,20.50524902,-96.73126,43.53336,TRUE,FALSE,TRUE,TRUE
Street Sander SF829022,12/10/2021 10:42:47,0,-96.71568,43.5711,FALSE,FALSE,TRUE,FALSE
Street Sander SF829041,12/10/2021 10:42:49,24.23347664,-96.70303,43.55105,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:42:56,22.9907341,-96.73126,43.53434,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:42:57,12.42742348,-96.77192,43.58741,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:42:58,5.592340946,-96.81055,43.5149,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:43:00,0,-96.81057,43.5149,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:43:05,0,-96.77166,43.58741,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:43:05,26.09758949,-96.6891,43.51143,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:43:06,3.106855869,-96.8106,43.5149,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:43:06,1.242742419,-96.77166,43.58741,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:43:09,19.26250648,-96.72121,43.55118,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:43:12,7.456454277,-96.77184,43.58741,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:43:14,20.50524902,-96.72064,43.55118,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:43:15,13.67016602,-96.73126,43.53579,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:43:15,6.213711739,-96.77194,43.58741,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:43:15,20.50524902,-96.68905,43.5124,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:43:21,0,-96.77209,43.58741,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:43:22,9.320568085,-96.72,43.55116,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:43:22,18.01976395,-96.81172,43.5149,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:43:22,1.242742419,-96.77209,43.58741,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:43:26,24.23347664,-96.73126,43.53669,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:43:26,5.592340946,-96.689,43.51299,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:43:27,8.699196815,-96.77192,43.58738,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:43:32,6.213711739,-96.6888,43.51304,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:43:36,0,-96.77168,43.58738,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:43:37,16.15565109,-96.71997,43.55036,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:43:38,26.09758949,-96.69634,43.55105,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:43:39,20.50524902,-96.74742,43.46225,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:43:39,1.864113569,-96.77166,43.58738,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:43:40,17.39839363,-96.6882,43.51304,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:43:45,18.01976395,-96.7713,43.58738,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:43:46,18.01976395,-96.69535,43.55105,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:43:48,9.941939354,-96.71997,43.54975,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:43:51,24.23347664,-96.77061,43.58735,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:43:53,6.213711739,-96.71985,43.54962,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:43:53,17.39839363,-96.68703,43.51311,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:43:54,22.9907341,-96.81525,43.5149,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:43:56,25.47621918,-96.73126,43.53969,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:43:58,25.47621918,-96.69384,43.55103,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:44:01,31.06855965,-96.76905,43.58735,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:44:04,0,-96.71972,43.5497,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:44:04,21.74799156,-96.68606,43.5136,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:44:05,4.349598408,-96.74742,43.46076,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:44:07,2.485484838,-96.74742,43.46074,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:44:11,0,-96.73126,43.54048,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:44:15,21.74799156,-96.6851,43.51434,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:44:18,7.456454277,-96.69194,43.55105,TRUE,FALSE,TRUE,TRUE
Street Sander SF829028,12/10/2021 10:44:18,0,-96.71332,43.57097,FALSE,FALSE,TRUE,FALSE
Street Sander SF829042,12/10/2021 10:44:20,1.864113569,-96.73126,43.5405,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:44:21,25.47621918,-96.7658,43.58735,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:44:21,20.50524902,-96.68452,43.5146,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:44:27,20.50524902,-96.74742,43.45982,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:44:28,18.01976395,-96.69122,43.55105,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:44:28,21.74799156,-96.68375,43.5147,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:44:32,21.74799156,-96.68324,43.5147,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:44:33,24.23347664,-96.69061,43.55105,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:44:35,17.39839363,-96.73126,43.54117,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:44:36,28.58307457,-96.76352,43.58735,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:44:37,18.01976395,-96.8202,43.51493,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:44:38,10.56331062,-96.68275,43.5147,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:44:43,24.23347664,-96.74742,43.45838,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:44:49,13.67016602,-96.68206,43.5147,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:44:50,20.50524902,-96.73126,43.54237,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:44:55,7.456454277,-96.74742,43.45753,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:44:58,7.456454277,-96.68155,43.51472,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:44:59,12.42742348,-96.73126,43.54296,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:44:59,4.349598408,-96.76134,43.58733,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:45:02,6.213711739,-96.74724,43.45743,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:45:05,9.320568085,-96.68137,43.5146,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:45:06,14.91290855,-96.73126,43.54332,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:45:07,0,-96.74714,43.45746,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:45:11,25.47621918,-96.68552,43.55108,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:45:12,1.242742419,-96.74714,43.45746,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:45:13,19.26250648,-96.68137,43.51414,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:45:16,32.93267441,-96.76122,43.58592,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:45:22,31.06855965,-96.7614,43.58513,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:45:22,21.74799156,-96.68134,43.51339,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:45:23,0,-96.73126,43.54391,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:45:24,1.242742419,-96.73126,43.54391,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:45:26,0,-96.73126,43.54391,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:45:28,11.18468189,-96.76157,43.58461,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:45:30,24.23347664,-96.82629,43.51488,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:45:30,9.941939354,-96.76157,43.58456,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:45:35,0,-96.74737,43.45743,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:45:36,2.485484838,-96.73126,43.54394,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:45:36,0,-96.7614,43.58449,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:45:37,0,-96.74739,43.45743,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:45:37,1.864113569,-96.7614,43.58449,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:45:38,1.864113569,-96.74739,43.45743,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:45:40,11.18468189,-96.73129,43.54406,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:45:40,6.213711739,-96.76147,43.58449,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:45:43,5.592340946,-96.76155,43.58449,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:45:44,6.835083008,-96.74737,43.45759,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:45:44,0,-96.76157,43.58446,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:45:47,1.864113569,-96.76157,43.58449,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:45:48,18.01976395,-96.73129,43.54453,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:45:54,21.74799156,-96.74737,43.45823,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:46:01,14.91290855,-96.73124,43.54545,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:46:04,24.23347664,-96.76127,43.58543,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:46:05,20.50524902,-96.73124,43.54573,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:46:08,25.47621918,-96.68137,43.50925,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:46:09,25.47621918,-96.74737,43.45966,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:46:14,20.50524902,-96.73124,43.54644,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:46:15,19.26250648,-96.76116,43.58646,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:46:16,21.74799156,-96.83189,43.51485,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:46:17,27.34033203,-96.67602,43.55108,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:46:18,21.74799156,-96.73126,43.5468,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:46:19,0,-96.71972,43.5497,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:46:20,20.50524902,-96.68137,43.50815,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:46:23,10.56331062,-96.76119,43.58692,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:46:26,0,-96.74734,43.46056,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:46:26,0,-96.73126,43.54713,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:46:29,0.62137121,-96.74734,43.46056,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:46:29,6.213711739,-96.68137,43.50769,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:46:31,7.456454277,-96.68137,43.50764,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:46:32,9.320568085,-96.76119,43.58728,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:46:35,8.699196815,-96.6815,43.50753,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:46:39,21.74799156,-96.67307,43.55111,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:46:50,9.320568085,-96.67213,43.55111,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:46:50,21.74799156,-96.68275,43.50756,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:46:51,27.34033203,-96.76116,43.58879,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:46:56,18.01976395,-96.74737,43.46171,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:46:56,1.864113569,-96.73126,43.54716,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:46:58,3.106855869,-96.67184,43.55111,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:46:59,22.9907341,-96.68385,43.50756,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:47:04,9.320568085,-96.67162,43.55113,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:47:04,19.26250648,-96.73129,43.54755,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:47:06,32.31130219,-96.83916,43.5148,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:47:08,11.18468189,-96.67149,43.55126,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:47:16,10.56331062,-96.73134,43.54831,TRUE,FALSE,TRUE,TRUE
Street Sander SF829038,12/10/2021 10:47:19,18.01976395,-96.74737,43.46342,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:47:28,20.50524902,-96.67146,43.55269,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:47:28,21.74799156,-96.68752,43.50756,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:47:29,26.09758949,-96.73132,43.54931,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:47:39,22.9907341,-96.73129,43.55033,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 10:47:41,0,-96.71265,43.57176,FALSE,FALSE,TRUE,FALSE
Street Sander SF829036,12/10/2021 10:47:41,22.9907341,-96.84431,43.5148,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 10:47:41,0,-96.71265,43.57176,FALSE,FALSE,TRUE,FALSE
Street Sander SF829044,12/10/2021 10:47:50,41.01049805,-96.76114,43.59682,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:47:51,3.728227139,-96.68913,43.50756,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 10:47:51,0,-96.71265,43.57176,FALSE,FALSE,TRUE,FALSE
Street Sander SF829042,12/10/2021 10:47:53,1.864113569,-96.73132,43.55095,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:47:54,0,-96.73132,43.55095,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:47:54,36.66090012,-96.76114,43.59747,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:47:55,6.835083008,-96.84557,43.5148,TRUE,FALSE,TRUE,TRUE
Fleet Parts Runner SF110331,12/10/2021 10:47:58,0,-96.71972,43.5497,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:47:59,1.864113569,-96.73132,43.55098,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:47:59,2.485484838,-96.68925,43.50753,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:48:04,12.42742348,-96.84564,43.51511,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:48:07,10.56331062,-96.68938,43.50774,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:48:13,28.58307457,-96.73129,43.55195,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:48:13,32.31130219,-96.76114,43.59998,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:48:14,25.47621918,-96.67149,43.55712,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:48:16,19.26250648,-96.68931,43.50833,TRUE,FALSE,TRUE,TRUE
Street Sander SF829029,12/10/2021 10:48:17,0,-96.71473,43.57069,FALSE,FALSE,TRUE,FALSE
Street Sander SF829036,12/10/2021 10:48:19,0,-96.84577,43.51544,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:48:22,1.242742419,-96.84575,43.51544,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:48:27,1.864113569,-96.8457,43.51544,TRUE,FALSE,TRUE,TRUE
Street Sander SF829045,12/10/2021 10:48:29,22.9907341,-96.6892,43.50943,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:48:31,0,-96.84564,43.51544,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:48:31,32.93267441,-96.73132,43.55415,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 10:48:32,1.242742419,-96.84564,43.51544,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:48:32,9.941939354,-96.67149,43.55832,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:48:33,7.456454277,-96.76114,43.60151,TRUE,FALSE,TRUE,TRUE
Street Sander SF829041,12/10/2021 10:48:37,9.320568085,-96.67128,43.55845,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 10:48:39,29.82581711,-96.73132,43.55515,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 10:48:41,4.970969677,-96.76116,43.60169,TRUE,FALSE,TRUE,TRUE
