OID_,Device,Device_Group,datetimerecorded,Speed,Longitude,Latitude,Ignition,Aux1,Valid,Valid_GPS,datetime1
1499,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:28:17 AM,3,-96.761039999999994,43.514470000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:28:17
1500,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:28:22 AM,25,-96.731129999999993,43.547600000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:28:22
1501,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:28:23 AM,8,-96.830410000000001,43.514879999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:28:23
1502,Fleet Parts Runner SF110331,Parts,12/10/2021 9:28:24 AM,39,-96.677319999999995,43.601920000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:28:24
1503,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:28:24 AM,15,-96.761009999999999,43.514749999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:28:24
1504,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:28:31 AM,19,-96.716800000000006,43.500999999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:28:31
1505,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:28:33 AM,21,-96.831260000000000,43.514879999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:28:33
1506,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:28:34 AM,11,-96.716800000000006,43.500819999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:28:34
1507,Street Sander SF829037,"Sanders, Sanders",12/10/2021 9:28:34 AM,0,-96.713369999999998,43.570950000000003,FALSE,FALSE,TRUE,FALSE,12/10/2021 9:28:34
1508,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:28:38 AM,0,-96.731189999999998,43.548420000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:28:38
1509,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:28:39 AM,19,-96.737740000000002,43.551180000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:28:39
1510,Fleet Parts Runner SF110331,Parts,12/10/2021 9:28:42 AM,45,-96.681600000000003,43.601920000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:28:42
1511,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:28:43 AM,27,-96.761039999999994,43.516390000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:28:43
1512,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:28:45 AM,0,-96.716800000000006,43.500570000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:28:45
1513,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:28:48 AM,4,-96.737250000000003,43.551180000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:28:48
1514,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:28:55 AM,18,-96.736770000000007,43.551180000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:28:55
1515,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:28:57 AM,1,-96.716800000000006,43.500570000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:28:57
1516,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:29:02 AM,0,-96.716800000000006,43.500549999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:02
1517,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:29:06 AM,0,-96.731189999999998,43.548420000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:06
1518,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:29:07 AM,23,-96.735360000000000,43.551200000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:07
1519,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:29:18 AM,11,-96.734309999999994,43.551200000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:18
1520,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:29:21 AM,25,-96.761060000000001,43.520440000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:21
1521,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:29:21 AM,1,-96.731160000000003,43.548420000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:21
1522,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:29:22 AM,30,-96.838009999999997,43.514830000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:22
1523,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:29:26 AM,9,-96.733850000000004,43.551200000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:26
1524,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:29:29 AM,22,-96.731129999999993,43.548850000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:29
1525,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:29:32 AM,25,-96.761060000000001,43.521560000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:32
1526,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:29:39 AM,24,-96.731129999999993,43.549770000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:39
1527,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:29:39 AM,1,-96.716769999999997,43.500489999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:39
1528,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:29:40 AM,0,-96.716769999999997,43.500470000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:40
1529,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:29:41 AM,0,-96.761089999999996,43.521999999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:41
1530,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:29:47 AM,19,-96.731129999999993,43.550440000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:47
1531,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:29:54 AM,14,-96.732029999999995,43.551200000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:54
1532,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:29:55 AM,2,-96.716769999999997,43.500470000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:55
1533,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:29:56 AM,2,-96.761089999999996,43.521999999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:56
1534,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:29:58 AM,11,-96.716769999999997,43.500390000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:29:58
1535,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:30:00 AM,27,-96.844030000000004,43.514830000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:00
1536,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:30:01 AM,0,-96.731160000000003,43.551000000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:01
1537,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:30:04 AM,17,-96.761089999999996,43.522329999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:04
1538,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:30:04 AM,2,-96.731160000000003,43.551029999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:04
1539,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:30:04 AM,14,-96.716800000000006,43.500079999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:04
1540,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:30:06 AM,0,-96.731520000000003,43.551229999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:06
1541,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:30:10 AM,22,-96.761120000000005,43.522820000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:10
1542,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:30:10 AM,19,-96.731160000000003,43.551310000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:10
1543,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:30:11 AM,12,-96.845339999999993,43.514800000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:11
1544,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:30:14 AM,17,-96.716470000000001,43.499470000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:14
1545,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:30:15 AM,11,-96.845519999999993,43.514899999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:15
1546,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:30:18 AM,25,-96.731160000000003,43.552050000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:18
1547,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:30:20 AM,15,-96.845600000000005,43.515160000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:20
1548,Fleet Parts Runner SF110331,Parts,12/10/2021 9:30:21 AM,38,-96.704160000000002,43.601920000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:21
1549,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:30:26 AM,8,-96.845540000000000,43.515389999999996,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:26
1550,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:30:33 AM,0,-96.845720000000000,43.515419999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:33
1551,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:30:35 AM,1,-96.845720000000000,43.515419999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:35
1552,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:30:35 AM,30,-96.731189999999998,43.553890000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:35
1553,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:30:37 AM,3,-96.845699999999994,43.515419999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:37
1554,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:30:42 AM,0,-96.845640000000003,43.515419999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:42
1555,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:30:42 AM,18,-96.714879999999994,43.497860000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:42
1556,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:30:43 AM,2,-96.845640000000003,43.515419999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:43
1557,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:30:48 AM,27,-96.761120000000005,43.526760000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:48
1558,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:30:49 AM,9,-96.845699999999994,43.515239999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:49
1559,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:30:49 AM,23,-96.731240000000000,43.555380000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:49
1560,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:30:57 AM,16,-96.714810000000000,43.496780000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:30:57
1561,Fleet Parts Runner SF110331,Parts,12/10/2021 9:31:00 AM,19,-96.710530000000006,43.601939999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:00
1562,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:31:03 AM,27,-96.731240000000000,43.556809999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:03
1563,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:31:03 AM,6,-96.714780000000005,43.496519999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:03
1564,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:31:04 AM,3,-96.845669999999998,43.514830000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:04
1565,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:31:08 AM,15,-96.714780000000005,43.496299999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:08
1566,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:31:09 AM,10,-96.845540000000000,43.514719999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:09
1567,Fleet Parts Runner SF110331,Parts,12/10/2021 9:31:11 AM,0,-96.711010000000002,43.601939999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:11
1568,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:31:13 AM,16,-96.714650000000006,43.496009999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:13
1569,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:31:16 AM,3,-96.731470000000002,43.551229999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:16
1570,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:31:21 AM,21,-96.844489999999993,43.514719999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:21
1571,Fleet Parts Runner SF110331,Parts,12/10/2021 9:31:23 AM,1,-96.711039999999997,43.601939999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:23
1572,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:31:24 AM,12,-96.731219999999993,43.551380000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:24
1573,Fleet Parts Runner SF110331,Parts,12/10/2021 9:31:28 AM,12,-96.711269999999999,43.601889999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:28
1574,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:31:28 AM,18,-96.713700000000003,43.495269999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:28
1575,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:31:30 AM,27,-96.761139999999997,43.531239999999997,TRUE,TRUE,TRUE,TRUE,12/10/2021 9:31:30
1576,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:31:31 AM,22,-96.731240000000000,43.551870000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:31
1577,Fleet Parts Runner SF110331,Parts,12/10/2021 9:31:32 AM,15,-96.711399999999998,43.601689999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:32
1578,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:31:35 AM,18,-96.713369999999998,43.494830000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:35
1579,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:31:36 AM,18,-96.731240000000000,43.552259999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:36
1580,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:31:40 AM,23,-96.842240000000004,43.514749999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:40
1581,Fleet Parts Runner SF110331,Parts,12/10/2021 9:31:44 AM,34,-96.711429999999993,43.600430000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:44
1582,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:31:47 AM,23,-96.731260000000006,43.553179999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:47
1583,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:31:49 AM,7,-96.761139999999997,43.532570000000000,TRUE,TRUE,TRUE,TRUE,12/10/2021 9:31:49
1584,Fleet Parts Runner SF110331,Parts,12/10/2021 9:31:53 AM,39,-96.711399999999998,43.599110000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:53
1585,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:31:54 AM,18,-96.713170000000005,43.493380000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:54
1586,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:31:55 AM,6,-96.761139999999997,43.532719999999998,TRUE,TRUE,TRUE,TRUE,12/10/2021 9:31:55
1587,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:31:57 AM,24,-96.731240000000000,43.562320000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:57
1588,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:31:57 AM,0,-96.731290000000001,43.553690000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:31:57
1589,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:32:03 AM,1,-96.731319999999997,43.553690000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:32:03
1590,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:32:06 AM,7,-96.731340000000003,43.553739999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:32:06
1591,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:32:16 AM,12,-96.731219999999993,43.563670000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:32:16
1592,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:32:16 AM,23,-96.732190000000003,43.553820000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:32:16
1593,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:32:16 AM,26,-96.837069999999997,43.514749999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:32:16
1594,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:32:18 AM,17,-96.732410000000002,43.553820000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:32:18
1595,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:32:21 AM,18,-96.711990000000000,43.491560000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:32:21
1596,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:32:23 AM,7,-96.732699999999994,43.553789999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:32:23
1597,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:32:26 AM,9,-96.732799999999997,43.553739999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:32:26
1598,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:32:27 AM,32,-96.761139999999997,43.535229999999999,TRUE,TRUE,TRUE,TRUE,12/10/2021 9:32:27
1599,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:32:27 AM,0,-96.731219999999993,43.563929999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:32:27
1600,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:32:34 AM,23,-96.732799999999997,43.553199999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:32:34
1601,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:32:36 AM,18,-96.711370000000002,43.490510000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:32:36
1602,Fleet Parts Runner SF110331,Parts,12/10/2021 9:32:39 AM,32,-96.711429999999993,43.592579999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:32:39
1603,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:32:39 AM,26,-96.761120000000005,43.536639999999998,TRUE,TRUE,TRUE,TRUE,12/10/2021 9:32:39
1604,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:32:44 AM,24,-96.832920000000001,43.514749999999999,TRUE,TRUE,TRUE,TRUE,12/10/2021 9:32:44
1605,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:32:45 AM,2,-96.732799999999997,43.552619999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:32:45
1606,Fleet Parts Runner SF110331,Parts,12/10/2021 9:32:51 AM,34,-96.711449999999999,43.590989999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:32:51
1607,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:32:55 AM,14,-96.732439999999997,43.552540000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:32:55
1608,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:32:58 AM,0,-96.711320000000001,43.489690000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:32:58
1609,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:32:59 AM,21,-96.732060000000004,43.552540000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:32:59
1610,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:33:02 AM,10,-96.831280000000007,43.514679999999998,TRUE,TRUE,TRUE,TRUE,12/10/2021 9:33:02
1611,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:33:02 AM,2,-96.731219999999993,43.563929999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:02
1612,Fleet Parts Runner SF110331,Parts,12/10/2021 9:33:07 AM,29,-96.711470000000006,43.589019999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:07
1613,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:33:07 AM,18,-96.731219999999993,43.564160000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:07
1614,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:33:07 AM,4,-96.731520000000003,43.552540000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:07
1615,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:33:10 AM,8,-96.731409999999997,43.552509999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:10
1616,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:33:13 AM,26,-96.731219999999993,43.564700000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:13
1617,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:33:18 AM,22,-96.829769999999996,43.514679999999998,TRUE,TRUE,TRUE,TRUE,12/10/2021 9:33:18
1618,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:33:19 AM,24,-96.731369999999998,43.551920000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:19
1619,Fleet Parts Runner SF110331,Parts,12/10/2021 9:33:25 AM,2,-96.711500000000001,43.587969999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:25
1620,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:33:25 AM,29,-96.731219999999993,43.566029999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:25
1621,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:33:26 AM,29,-96.761089999999996,43.541969999999999,TRUE,TRUE,TRUE,TRUE,12/10/2021 9:33:26
1622,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:33:28 AM,10,-96.731369999999998,43.551330000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:28
1623,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:33:29 AM,2,-96.711299999999994,43.489640000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:29
1624,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:33:32 AM,6,-96.731470000000002,43.551259999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:32
1625,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:33:32 AM,9,-96.711240000000004,43.489559999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:32
1626,Fleet Parts Runner SF110331,Parts,12/10/2021 9:33:33 AM,16,-96.711470000000006,43.587660000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:33
1627,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:33:36 AM,21,-96.761060000000001,43.542940000000002,TRUE,TRUE,TRUE,TRUE,12/10/2021 9:33:36
1628,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:33:37 AM,16,-96.710939999999994,43.489460000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:37
1629,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:33:41 AM,22,-96.731219999999993,43.567749999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:41
1630,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:33:41 AM,12,-96.731960000000001,43.551229999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:41
1631,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:33:41 AM,25,-96.710480000000004,43.489429999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:41
1632,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:33:46 AM,25,-96.709789999999998,43.489429999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:46
1633,Fleet Parts Runner SF110331,Parts,12/10/2021 9:33:47 AM,24,-96.711470000000006,43.586559999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:47
1634,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:33:49 AM,26,-96.709350000000001,43.489460000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:49
1635,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:33:52 AM,2,-96.731219999999993,43.568260000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:52
1636,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:33:53 AM,17,-96.708889999999997,43.489490000000004,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:53
1637,Street Sander SF829036,"Sanders, Sanders",12/10/2021 9:33:55 AM,24,-96.825220000000002,43.514699999999998,TRUE,TRUE,TRUE,TRUE,12/10/2021 9:33:55
1638,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:33:57 AM,12,-96.732979999999998,43.551200000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:57
1639,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:33:58 AM,8,-96.731219999999993,43.568359999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:33:58
1640,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:34:00 AM,19,-96.761009999999999,43.544910000000002,TRUE,TRUE,TRUE,TRUE,12/10/2021 9:34:00
1641,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:34:03 AM,11,-96.731449999999995,43.568440000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:34:03
1642,Fleet Parts Runner SF110331,Parts,12/10/2021 9:34:05 AM,23,-96.711470000000006,43.584850000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:34:05
1643,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:34:06 AM,14,-96.761009999999999,43.545270000000002,TRUE,TRUE,TRUE,TRUE,12/10/2021 9:34:06
1644,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:34:06 AM,14,-96.707710000000006,43.489539999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:34:06
1645,Street Sander SF829038,"Sanders, Sanders",12/10/2021 9:34:09 AM,16,-96.761009999999999,43.545450000000002,TRUE,TRUE,TRUE,TRUE,12/10/2021 9:34:09
1646,Street Sander SF829045,"Sanders, Sanders",12/10/2021 9:34:10 AM,12,-96.707560000000001,43.489690000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:34:10
1647,Street Sander SF829042,"Sanders, Sanders",12/10/2021 9:34:15 AM,11,-96.732209999999995,43.568379999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:34:15
1648,Street Sander SF829044,"Sanders, Sanders",12/10/2021 9:34:15 AM,11,-96.734049999999996,43.551200000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:34:15
1649,Fleet Parts Runner SF110331,Parts,12/10/2021 9:34:18 AM,29,-96.711470000000006,43.583440000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 9:34:18
